#timebase=40000000(ps)
,#voltbase=100000(uV)
7.31E-04,1.400
7.31E-04,1.380
7.32E-04,1.340
7.32E-04,1.380
7.32E-04,1.340
7.32E-04,1.360
7.32E-04,1.400
7.33E-04,1.380
7.33E-04,1.360
7.33E-04,1.380
7.33E-04,1.400
7.33E-04,1.360
7.34E-04,1.380
7.34E-04,1.360
7.34E-04,1.360
7.34E-04,1.360
7.34E-04,1.380
7.35E-04,1.380
7.35E-04,1.380
7.35E-04,1.360
7.35E-04,1.360
7.35E-04,1.380
7.36E-04,1.380
7.36E-04,1.380
7.36E-04,1.380
7.36E-04,1.340
7.36E-04,1.340
7.37E-04,1.380
7.37E-04,1.420
7.37E-04,1.340
7.37E-04,1.340
7.37E-04,1.380
7.38E-04,1.360
7.38E-04,1.400
7.38E-04,1.340
7.38E-04,1.360
7.38E-04,1.360
7.39E-04,1.380
7.39E-04,1.380
7.39E-04,1.380
7.39E-04,1.380
7.39E-04,1.400
7.40E-04,1.360
7.40E-04,1.360
7.40E-04,1.360
7.40E-04,1.360
7.40E-04,1.360
7.41E-04,1.380
7.41E-04,1.360
7.41E-04,1.340
7.41E-04,1.320
7.41E-04,1.340
7.42E-04,1.360
7.42E-04,1.380
7.42E-04,1.360
7.42E-04,1.300
7.42E-04,1.340
7.43E-04,1.340
7.43E-04,1.360
7.43E-04,1.380
7.43E-04,1.380
7.43E-04,1.320
7.44E-04,1.340
7.44E-04,1.340
7.44E-04,1.340
7.44E-04,1.340
7.44E-04,1.320
7.45E-04,1.360
7.45E-04,1.340
7.45E-04,1.320
7.45E-04,1.360
7.45E-04,1.360
7.46E-04,1.340
7.46E-04,1.320
7.46E-04,1.320
7.46E-04,1.360
7.46E-04,1.340
7.47E-04,1.360
7.47E-04,1.360
7.47E-04,1.360
7.47E-04,1.320
7.47E-04,1.320
7.48E-04,1.340
7.48E-04,1.320
7.48E-04,1.340
7.48E-04,1.360
7.48E-04,1.340
7.49E-04,1.300
7.49E-04,1.300
7.49E-04,1.340
7.49E-04,1.300
7.49E-04,1.340
7.50E-04,1.300
7.50E-04,1.360
7.50E-04,1.300
7.50E-04,1.280
7.50E-04,1.340
7.51E-04,1.320
7.51E-04,1.320
7.51E-04,1.320
7.51E-04,1.340
7.51E-04,1.340
7.52E-04,1.300
7.52E-04,1.280
7.52E-04,1.340
7.52E-04,1.300
7.52E-04,1.300
7.53E-04,1.260
7.53E-04,1.260
7.53E-04,1.280
7.53E-04,1.300
7.53E-04,1.300
7.54E-04,1.280
7.54E-04,1.280
7.54E-04,1.280
7.54E-04,1.260
7.54E-04,1.240
7.55E-04,1.240
7.55E-04,1.280
7.55E-04,1.260
7.55E-04,1.280
7.55E-04,1.240
7.56E-04,1.260
7.56E-04,1.260
7.56E-04,1.280
7.56E-04,1.260
7.56E-04,1.220
7.57E-04,1.280
7.57E-04,1.280
7.57E-04,1.260
7.57E-04,1.260
7.57E-04,1.260
7.58E-04,1.240
7.58E-04,1.220
7.58E-04,1.220
7.58E-04,1.220
7.58E-04,1.220
7.59E-04,1.260
7.59E-04,1.240
7.59E-04,1.240
7.59E-04,1.180
7.59E-04,1.200
7.60E-04,1.220
7.60E-04,1.200
7.60E-04,1.180
7.60E-04,1.180
7.60E-04,1.220
7.61E-04,1.180
7.61E-04,1.180
7.61E-04,1.180
7.61E-04,1.180
7.61E-04,1.180
7.62E-04,1.160
7.62E-04,1.140
7.62E-04,1.160
7.62E-04,1.200
7.62E-04,1.160
7.63E-04,1.180
7.63E-04,1.140
7.63E-04,1.140
7.63E-04,1.120
7.63E-04,1.140
7.64E-04,1.120
7.64E-04,1.120
7.64E-04,1.100
7.64E-04,1.120
7.64E-04,1.120
7.65E-04,1.100
7.65E-04,1.080
7.65E-04,1.080
7.65E-04,1.120
7.65E-04,1.100
7.66E-04,1.100
7.66E-04,1.100
7.66E-04,1.080
7.66E-04,1.080
7.66E-04,1.040
7.67E-04,1.080
7.67E-04,1.080
7.67E-04,1.040
7.67E-04,1.040
7.67E-04,1.060
7.68E-04,1.060
7.68E-04,1.060
7.68E-04,1.000
7.68E-04,1.000
7.68E-04,1.000
7.69E-04,1.000
7.69E-04,1.000
7.69E-04,1.000
7.69E-04,0.980
7.69E-04,0.980
7.70E-04,0.960
7.70E-04,0.940
7.70E-04,0.960
7.70E-04,0.920
7.70E-04,0.920
7.71E-04,0.940
7.71E-04,0.940
7.71E-04,0.920
7.71E-04,0.920
7.71E-04,0.900
7.72E-04,0.920
7.72E-04,0.880
7.72E-04,0.860
7.72E-04,0.880
7.72E-04,0.880
7.73E-04,0.840
7.73E-04,0.820
7.73E-04,0.840
7.73E-04,0.820
7.73E-04,0.840
7.74E-04,0.820
7.74E-04,0.840
7.74E-04,0.800
7.74E-04,0.780
7.74E-04,0.800
7.75E-04,0.800
7.75E-04,0.780
7.75E-04,0.780
7.75E-04,0.740
7.75E-04,0.760
7.76E-04,0.700
7.76E-04,0.700
7.76E-04,0.740
7.76E-04,0.700
7.76E-04,0.700
7.77E-04,0.700
7.77E-04,0.680
7.77E-04,0.720
7.77E-04,0.680
7.77E-04,0.620
7.78E-04,0.660
7.78E-04,0.620
7.78E-04,0.680
7.78E-04,0.620
7.78E-04,0.600
7.79E-04,0.580
7.79E-04,0.580
7.79E-04,0.600
7.79E-04,0.580
7.79E-04,0.540
7.80E-04,0.540
7.80E-04,0.540
7.80E-04,0.500
7.80E-04,0.520
7.80E-04,0.500
7.81E-04,0.480
7.81E-04,0.520
7.81E-04,0.480
7.81E-04,0.480
7.81E-04,0.400
7.82E-04,0.420
7.82E-04,0.420
7.82E-04,0.420
7.82E-04,0.380
7.82E-04,0.360
7.83E-04,0.400
7.83E-04,0.360
7.83E-04,0.340
7.83E-04,0.340
7.83E-04,0.340
7.84E-04,0.360
7.84E-04,0.260
7.84E-04,0.300
7.84E-04,0.320
7.84E-04,0.280
7.85E-04,0.280
7.85E-04,0.260
7.85E-04,0.220
7.85E-04,0.240
7.85E-04,0.240
7.86E-04,0.220
7.86E-04,0.180
7.86E-04,0.180
7.86E-04,0.160
7.86E-04,0.180
7.87E-04,0.140
7.87E-04,0.120
7.87E-04,0.120
7.87E-04,0.100
7.87E-04,0.080
7.88E-04,0.060
7.88E-04,0.060
7.88E-04,0.080
7.88E-04,0.040
7.88E-04,0.020
7.89E-04,0.020
7.89E-04,0.020
7.89E-04,0.000
7.89E-04,0.000
7.89E-04,-0.040
7.90E-04,-0.060
7.90E-04,-0.040
7.90E-04,-0.060
7.90E-04,-0.080
7.90E-04,-0.120
7.91E-04,-0.100
7.91E-04,-0.120
7.91E-04,-0.120
7.91E-04,-0.120
7.91E-04,-0.160
7.92E-04,-0.180
7.92E-04,-0.220
7.92E-04,-0.200
7.92E-04,-0.200
7.92E-04,-0.240
7.93E-04,-0.260
7.93E-04,-0.240
7.93E-04,-0.300
7.93E-04,-0.320
7.93E-04,-0.260
7.94E-04,-0.340
7.94E-04,-0.320
7.94E-04,-0.300
7.94E-04,-0.380
7.94E-04,-0.360
7.95E-04,-0.400
7.95E-04,-0.380
7.95E-04,-0.360
7.95E-04,-0.420
7.95E-04,-0.420
7.96E-04,-0.440
7.96E-04,-0.440
7.96E-04,-0.480
7.96E-04,-0.480
7.96E-04,-0.500
7.97E-04,-0.520
7.97E-04,-0.540
7.97E-04,-0.560
7.97E-04,-0.580
7.97E-04,-0.560
7.98E-04,-0.580
7.98E-04,-0.580
7.98E-04,-0.580
7.98E-04,-0.620
7.98E-04,-0.620
7.99E-04,-0.580
7.99E-04,-0.680
7.99E-04,-0.620
7.99E-04,-0.700
7.99E-04,-0.700
8.00E-04,-0.700
8.00E-04,-0.700
8.00E-04,-0.700
8.00E-04,-0.760
8.00E-04,-0.740
8.01E-04,-0.740
8.01E-04,-0.800
8.01E-04,-0.780
8.01E-04,-0.800
8.01E-04,-0.800
8.02E-04,-0.840
8.02E-04,-0.860
8.02E-04,-0.840
8.02E-04,-0.860
8.02E-04,-0.860
8.03E-04,-0.880
8.03E-04,-0.960
8.03E-04,-0.900
8.03E-04,-0.900
8.03E-04,-0.940
8.04E-04,-0.940
8.04E-04,-0.940
8.04E-04,-0.980
8.04E-04,-1.000
8.04E-04,-1.000
8.05E-04,-1.020
8.05E-04,-1.000
8.05E-04,-1.060
8.05E-04,-1.020
8.05E-04,-1.060
8.06E-04,-1.060
8.06E-04,-1.040
8.06E-04,-1.080
8.06E-04,-1.060
8.06E-04,-1.100
8.07E-04,-1.120
8.07E-04,-1.120
8.07E-04,-1.140
8.07E-04,-1.140
8.07E-04,-1.140
8.08E-04,-1.160
8.08E-04,-1.140
8.08E-04,-1.220
8.08E-04,-1.200
8.08E-04,-1.200
8.09E-04,588.220
8.09E-04,-594.380
8.09E-04,-587.220
8.09E-04,-596.340
8.09E-04,591.900
8.10E-04,585.360
8.10E-04,585.620
8.10E-04,585.200
8.10E-04,585.440
8.10E-04,585.040
8.11E-04,586.600
8.11E-04,584.880
8.11E-04,-595.780
8.11E-04,593.780
8.11E-04,-593.140
8.12E-04,593.680
8.12E-04,-587.380
8.12E-04,-594.720
8.12E-04,588.040
8.12E-04,-586.140
8.13E-04,-587.480
8.13E-04,588.080
8.13E-04,-587.920
8.13E-04,584.980
8.13E-04,-585.760
8.14E-04,-585.000
8.14E-04,-585.520
8.14E-04,-595.300
8.14E-04,-586.200
8.14E-04,595.040
8.15E-04,-586.800
8.15E-04,-587.900
8.15E-04,-585.320
8.15E-04,-586.520
8.15E-04,-587.140
8.16E-04,587.800
8.16E-04,-592.320
8.16E-04,585.880
8.16E-04,-586.400
8.16E-04,-594.860
8.17E-04,595.340
8.17E-04,586.540
8.17E-04,-585.260
8.17E-04,595.020
8.17E-04,-596.040
8.18E-04,-586.360
8.18E-04,595.900
8.18E-04,594.640
8.18E-04,594.460
8.18E-04,-586.600
8.19E-04,-595.620
8.19E-04,585.940
8.19E-04,586.680
8.19E-04,593.360
8.19E-04,586.340
8.20E-04,595.880
8.20E-04,588.140
8.20E-04,593.180
8.20E-04,596.020
8.20E-04,-594.860
8.21E-04,-585.940
8.21E-04,594.820
8.21E-04,-595.040
8.21E-04,-588.300
8.21E-04,594.880
8.22E-04,-586.220
8.22E-04,-585.300
8.22E-04,595.940
8.22E-04,587.540
8.22E-04,586.780
8.23E-04,-596.120
8.23E-04,585.520
8.23E-04,595.220
8.23E-04,592.960
8.23E-04,587.740
8.24E-04,-588.060
8.24E-04,-594.700
8.24E-04,586.960
8.24E-04,587.180
8.24E-04,592.760
8.25E-04,-586.460
8.25E-04,592.260
8.25E-04,-586.560
8.25E-04,591.980
8.25E-04,-586.280
8.26E-04,-596.200
8.26E-04,-585.560
8.26E-04,-593.940
8.26E-04,591.880
8.26E-04,-586.220
8.27E-04,587.000
8.27E-04,585.580
8.27E-04,585.220
8.27E-04,595.520
8.27E-04,-585.760
8.28E-04,593.440
8.28E-04,-585.420
8.28E-04,596.000
8.28E-04,-592.540
8.28E-04,594.740
8.29E-04,0.000
8.29E-04,0.000
8.29E-04,0.000
8.29E-04,0.000
8.29E-04,0.000
8.30E-04,0.000
8.30E-04,0.000
8.30E-04,0.000
8.30E-04,0.000
8.30E-04,0.000
8.31E-04,0.000
8.31E-04,0.000
8.31E-04,0.000
8.31E-04,0.000
8.31E-04,0.000
8.32E-04,0.000
8.32E-04,0.000
8.32E-04,0.000
8.32E-04,0.000
8.32E-04,0.000
8.33E-04,0.000
8.33E-04,0.000
